date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:04	870871/870871	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:02%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/robots.txt	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/robots.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:48:05	870817/870817	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:04%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/t	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/t.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:48:07	870801/870801	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:05%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:48:08	871343/871343	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:05%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/index.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:48:10	870907/870907	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:05%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/99a6a99f.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/99a6a99f.min.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:48:13	870939/870939	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:10%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:49:39	871536/871536	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:15%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-classic.d75f19a9.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-classic.d75f19a9.c	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:49:48	871487/871487	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:15%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.1ca089e2.chunk.min	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:50:05	871612/871612	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:15%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.8a86afda.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.8a86afda.chunk.min	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:50:20	871056/871056	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:48:13%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:50:21	871677/871677	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:49:40%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-responsive.f3ca696f.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-responsive.f3ca696	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:50:22	871554/871554	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:49:49%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-responsive.b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-responsive.b21dff4	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/)
14:50:24	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:50:23%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/sitemap.xml	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/sitemap.1e7.delayed	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:25	682223/682223	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:22%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/decodeURIComponent(e	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/decodeURIComponent(e.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:26	681797/681797	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:23%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/robots.txt	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/robots.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:28	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:50:27%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/feed.xml	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/feed.1e8.delayed	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:31	682108/682108	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:29%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/t	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/t.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:32	681787/681787	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:31%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/version/	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/version/index.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:33	681844/681844	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:31%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:33	682199/682199	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:32%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/99a6a99f.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/99a6a99f.min.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:50:34	682347/682347	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:33%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:51:48	681981/681981	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:33%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.html	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:51:56	682049/682049	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:35%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.1ca089e2.chunk.mi	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:52:10	682216/682216	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:35%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-classic.d75f19a9.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-classic.d75f19a9	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:52:20	682054/682054	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:50:35%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.8a86afda.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.8a86afda.chunk.mi	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:52:21	682605/682605	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:51:49%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-responsive.f3ca696f.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-responsive.f3ca69	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:52:21	682234/682234	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:51:57%20GMT	https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-responsive.b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-responsive.b21dff	(from https://www.firstclass-concierge.com/blog/hashtags/version/version/version/version/version/version/version/version/version/)
14:52:22	682199/682199	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:21%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/decodeURIComponent(e	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/decodeURIComponent(e.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:23	682256/682256	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:22%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/robots.txt	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/robots.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:23	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:52:22%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/sitemap.xml	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/sitemap.1f5.delayed	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:23	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:52:23%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/feed.xml	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/feed.1f6.delayed	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:25	682202/682202	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:24%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/t	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/t.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:26	682246/682246	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:24%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/version/	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/version/index.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:26	682187/682187	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:24%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:29	682293/682293	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:25%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/99a6a99f.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/99a6a99f.min.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:52:57	682323/682323	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:27%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:53:57	682074/682074	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:36%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-classic.d75f19a9.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-classic.d75f19a9.chun	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:54:03	681958/681958	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:32%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.html	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:54:12	682396/682396	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:36%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.8a86afda.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.8a86afda.chunk.min.1f	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:54:23	682143/682143	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:52:58%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.1ca089e2.chunk.min.1f	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:54:24	682580/682580	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:53:58%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-responsive.f3ca696f.chunk.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-responsive.f3ca696f.c	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:54:24	682457/682457	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:04%20GMT	https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap-responsive.b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap-responsive.b21dff43.c	(from https://www.firstclass-concierge.com/blog/tags/version/version/version/version/version/version/version/version/version/)
14:54:27	871467/871467	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:25%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/decodeURIComponent(e	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/decodeURIComponent(e.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:28	870924/870924	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:27%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/robots.txt	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/robots.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:28	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:54:28%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/sitemap.xml	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/sitemap.203.delayed	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:29	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Oct%202022%2013:54:28%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/feed.xml	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/feed.204.delayed	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:30	870988/870988	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:29%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/t	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/t.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:32	871336/871336	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:30%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:32	871396/871396	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:30%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/version/	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/version/index.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:38	871078/871078	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:32%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/99a6a99f.min.css	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/99a6a99f.min.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:54:39	871354/871354	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:36%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/1ca089e2.chunk.min.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:56:05	871108/871108	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:38%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/b21dff43.chunk.min.html	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
14:56:24	871540/871540	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202022%2013:54:40%20GMT	https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt~bootstrap.1ca089e2.chunk.min.js	C:/Users/User/OneDrive/Documents/My%20Web%20Sites/WebSite1/Quality%20Conceirge/www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/rb_wixui.thunderbolt_bootstrap.1ca089e2.c	(from https://www.firstclass-concierge.com/post/version/version/version/version/version/version/version/version/version/version/version/)
